totalnumber,identifier,rssi,snr,biterrors
428,00400_028t,-112,5,0
429,00400_029t,-113,5,0
430,00400_030t,-113,5,0
431,00400_031t,-112,5,0
432,00400_032t,-113,5,0
433,00400_033t,-111,6,0
434,00400_034t,-112,5,0
435,00400_035t,-112,5,0
436,00400_036t,-112,5,0
437,00400_037t,-112,5,0
438,00400_038t,-113,5,0
439,00400_039t,-111,5,0
440,00400_040t,-112,5,0
441,00400_041t,-111,5,0
442,00400_042t,-112,5,0
443,00400_043t,-112,5,0
444,00400_044t,-112,5,0
445,00400_045t,-113,5,0
446,00400_046t,-113,4,0
447,00400_047t,-112,5,0
448,00400_048t,-112,5,0
449,00400_049t,-112,5,0
450,00410_000t,-113,5,0
451,00410_001t,-112,5,0
452,00410_002t,-113,4,0
453,00410_003t,-112,4,0
454,00410_004t,-111,4,0
455,00410_005t,-112,5,0
456,00410_006t,-113,4,0
457,00410_007t,-112,4,0
458,00410_008t,-113,4,0
459,00410_009t,-114,4,0
460,00410_010t,-112,4,0
461,00410_011t,-113,4,0
462,00410_012t,-113,5,0
463,00410_013t,-113,5,0
464,00410_014t,-115,3,0
465,00410_015t,-114,3,0
466,00410_016t,-113,4,0
467,00410_017t,-113,4,0
468,00410_018t,-114,4,0
469,00410_019t,-113,5,0
470,00410_020t,-113,5,0
471,00410_021t,-114,4,0
472,00410_022t,-113,4,0
473,00410_023t,-113,4,0
474,00410_024t,-112,4,0
475,00410_025t,-112,4,0
476,00410_026t,-112,4,0
477,00410_027t,-113,5,0
478,00410_028t,-113,4,0
479,00410_029t,-113,5,0
480,00410_030t,-114,4,0
481,00410_031t,-115,4,0
483,00410_033t,-119,-1,0
484,00410_034t,-119,-1,0
485,00410_035t,-117,1,0
486,00410_036t,-117,0,0
487,00410_037t,-116,1,0
488,00410_038t,-114,3,0
489,00410_039t,-114,3,0
490,00410_040t,-114,3,0
491,00410_041t,-113,4,0
492,00410_042t,-113,4,0
493,00410_043t,-115,3,0
494,00410_044t,-115,3,0
495,00410_045t,-114,3,0
496,00410_046t,-114,4,0
497,00410_047t,-114,4,0
498,00410_048t,-114,3,0
499,00410_049t,-116,2,0
500,00420_000t,-114,4,0
501,00420_001t,-112,5,0
502,00420_002t,-112,5,0
503,00420_003t,-113,4,0
504,00420_004t,-113,5,0
505,00420_005t,-111,4,0
506,00420_006t,-113,4,0
507,00420_007t,-112,5,0
508,00420_008t,-115,3,0
509,00420_009t,-115,4,0
510,00420_010t,-113,5,0
511,00420_011t,-112,4,0
512,00420_012t,-111,-3,0
513,00420_013t,-112,4,0
514,00420_014t,-113,5,0
515,00420_015t,-113,4,0
516,00420_016t,-112,4,0
517,00420_017t,-113,4,0
518,00420_018t,-112,4,0
519,00420_019t,-113,4,0
520,00420_020t,-113,4,0
521,00420_021t,-111,4,0
522,00420_022t,-112,4,0
523,00420_023t,-112,4,0
524,00420_024t,-112,4,0
525,00420_025t,-112,4,0
526,00420_026t,-112,4,0
527,00420_027t,-112,4,0
528,00420_028t,-112,4,0
529,00420_029t,-112,4,0
530,00420_030t,-112,5,0
531,00420_031t,-113,4,0
532,00420_032t,-113,5,0
533,00420_033t,-111,4,0
534,00420_034t,-112,4,0
535,00420_035t,-113,4,0
536,00420_036t,-114,4,0
537,00420_037t,-113,5,0
538,00420_038t,-114,4,0
539,00420_039t,-113,4,0
540,00420_040t,-115,3,0
541,00420_041t,-114,4,0
542,00420_042t,-115,3,0
543,00420_043t,-116,3,0
544,00420_044t,-115,3,0
545,00420_045t,-114,4,0
546,00420_046t,-114,5,0
547,00420_047t,-114,4,0
548,00420_048t,-114,4,0
549,00420_049t,-114,4,0
550,00430_000t,-113,5,0
551,00430_001t,-111,4,0
552,00430_002t,-112,4,0
553,00430_003t,-112,4,0
554,00430_004t,-112,4,0
555,00430_005t,-114,4,0
556,00430_006t,-113,4,0
557,00430_007t,-113,4,0
558,00430_008t,-114,4,0
559,00430_009t,-114,4,0
560,00430_010t,-112,3,0
561,00430_011t,-112,4,0
562,00430_012t,-113,4,0
563,00430_013t,-112,4,0
564,00430_014t,-112,5,0
565,00430_015t,-112,5,0
566,00430_016t,-114,4,0
567,00430_017t,-112,4,0
568,00430_018t,-114,3,0
569,00430_019t,-113,4,0
570,00430_020t,-113,4,0
571,00430_021t,-114,4,0
572,00430_022t,-114,4,0
573,00430_023t,-113,5,0
574,00430_024t,-113,4,0
575,00430_025t,-113,5,0
576,00430_026t,-113,5,0
577,00430_027t,-112,4,0
578,00430_028t,-113,4,0
579,00430_029t,-114,4,0
580,00430_030t,-112,4,0
581,00430_031t,-114,4,0
582,00430_032t,-114,4,0
583,00430_033t,-113,4,0
584,00430_034t,-114,4,0
585,00430_035t,-113,4,0
586,00430_036t,-113,4,0
587,00430_037t,-114,4,0
588,00430_038t,-114,4,0
589,00430_039t,-113,5,0
590,00430_040t,-113,4,0
591,00430_041t,-112,4,0
592,00430_042t,-112,4,0
593,00430_043t,-113,4,0
594,00430_044t,-112,4,0
595,00430_045t,-113,4,0
596,00430_046t,-113,4,0
597,00430_047t,-112,4,0
598,00430_048t,-112,5,0
599,00430_049t,-113,4,0
600,01000_000t,-112,1,0
601,01000_001t,-112,1,0
602,01000_002t,-113,0,0
603,01000_003t,-113,0,0
604,01000_004t,-113,0,0
605,01000_005t,-113,0,0
606,01000_006t,-112,2,0
607,01000_007t,-112,2,0
608,01000_008t,-112,1,0
609,01000_009t,-112,1,0
610,01000_010t,-112,1,0
611,01000_011t,-112,1,0
612,01000_012t,-113,1,0
613,01000_013t,-112,1,0
614,01000_014t,-112,2,0
615,01000_015t,-113,1,0
616,01000_016t,-113,1,0
617,01000_017t,-112,2,0
618,01000_018t,-112,1,0
620,01000_020t,-113,0,0
621,01000_021t,-113,1,0
622,01000_022t,-111,3,0
623,01000_023t,-111,3,0
624,01000_024t,-112,2,0
625,01000_025t,-111,2,0
626,01000_026t,-113,0,0
627,01000_027t,-112,-8,0
628,01000_028t,-115,-1,0
629,01000_029t,-116,-2,0
630,01000_030t,-118,-3,0
631,01000_031t,-114,-1,0
632,01000_032t,-116,-2,0
633,01000_033t,-116,-2,0
634,01000_034t,-113,1,0
635,01000_035t,-112,1,0
636,01000_036t,-114,0,0
638,01000_038t,-114,-1,0
639,01000_039t,-115,-1,0
640,01000_040t,-114,0,0
641,01000_041t,-113,0,0
642,01000_042t,-113,1,0
643,01000_043t,-113,1,0
645,01000_045t,-112,1,0
646,01000_046t,-112,2,0
647,01000_047t,-113,0,0
648,01000_048t,-113,1,0
649,01000_049t,-112,2,0
650,01010_000t,-112,2,0
651,01010_001t,-113,1,0
652,01010_002t,-113,0,0
653,01010_003t,-113,-3,0
654,01010_004t,-112,1,0
655,01010_005t,-114,0,0
656,01010_006t,-113,0,0
657,01010_007t,-115,-1,0
658,01010_008t,-115,-1,0
659,01010_009t,-118,-3,0
660,01010_010t,-115,-1,0
661,01010_011t,-113,0,0
662,01010_012t,-112,-6,0
663,01010_013t,-112,0,0
664,01010_014t,-113,1,0
665,01010_015t,-112,1,0
666,01010_016t,-112,2,0
667,01010_017t,-113,0,0
668,01010_018t,-113,1,0
669,01010_019t,-113,1,0
670,01010_020t,-112,1,0
671,01010_021t,-112,2,0
672,01010_022t,-112,2,0
673,01010_023t,-113,1,0
674,01010_024t,-115,-1,0
675,01010_025t,-115,-1,0
676,01010_026t,-114,1,0
677,01010_027t,-114,0,0
678,01010_028t,-113,1,0
679,01010_029t,-113,2,0
680,01010_030t,-112,2,0
681,01010_031t,-112,2,0
682,01010_032t,-113,1,0
683,01010_033t,-112,2,0
684,01010_034t,-112,1,0
685,01010_035t,-113,0,0
686,01010_036t,-113,1,0
687,01010_037t,-113,0,0
688,01010_038t,-114,0,0
689,01010_039t,-113,1,0
690,01010_040t,-112,2,0
691,01010_041t,-112,1,0
692,01010_042t,-112,2,0
693,01010_043t,-111,3,0
694,01010_044t,-111,2,0
695,01010_045t,-112,2,0
696,01010_046t,-113,1,0
697,01010_047t,-113,1,0
698,01010_048t,-113,1,0
699,01010_049t,-113,1,0
700,01020_000t,-112,2,0
701,01020_001t,-111,3,0
702,01020_002t,-112,2,0
703,01020_003t,-111,3,0
704,01020_004t,-113,1,0
705,01020_005t,-111,3,0
706,01020_006t,-111,2,0
707,01020_007t,-111,3,0
708,01020_008t,-111,3,0
709,01020_009t,-111,3,0
710,01020_010t,-111,2,0
711,01020_011t,-112,2,0
712,01020_012t,-112,2,0
713,01020_013t,-112,1,0
714,01020_014t,-112,2,0
715,01020_015t,-111,2,0
716,01020_016t,-111,2,0
717,01020_017t,-112,2,0
718,01020_018t,-113,1,0
719,01020_019t,-114,1,0
720,01020_020t,-113,1,0
721,01020_021t,-113,2,0
722,01020_022t,-113,1,0
723,01020_023t,-113,1,0
724,01020_024t,-114,0,0
725,01020_025t,-114,0,0
726,01020_026t,-113,1,0
727,01020_027t,-112,2,0
728,01020_028t,-114,0,0
729,01020_029t,-113,1,0
730,01020_030t,-113,1,0
731,01020_031t,-113,1,0
732,01020_032t,-112,2,0
733,01020_033t,-111,2,0
734,01020_034t,-112,2,0
735,01020_035t,-111,3,0
736,01020_036t,-112,2,0
737,01020_037t,-112,2,0
738,01020_038t,-112,1,0
739,01020_039t,-113,1,0
740,01020_040t,-112,2,0
741,01020_041t,-112,2,0
742,01020_042t,-114,0,0
743,01020_043t,-114,0,0
744,01020_044t,-117,-3,0
745,01020_045t,-116,-1,0
747,01020_047t,-113,1,0
748,01020_048t,-113,0,0
749,01020_049t,-112,2,0
750,01030_000t,-112,2,0
751,01030_001t,-113,1,0
752,01030_002t,-113,1,0
753,01030_003t,-113,1,0
754,01030_004t,-111,2,0
755,01030_005t,-112,2,0
756,01030_006t,-112,2,0
757,01030_007t,-112,1,0
758,01030_008t,-112,1,0
759,01030_009t,-113,1,0
760,01030_010t,-112,2,0
761,01030_011t,-113,1,0
762,01030_012t,-112,1,0
763,01030_013t,-113,0,0
764,01030_014t,-114,1,0
765,01030_015t,-114,1,0
766,01030_016t,-114,0,0
767,01030_017t,-113,1,0
768,01030_018t,-113,1,0
769,01030_019t,-112,1,0
770,01030_020t,-113,1,0
771,01030_021t,-113,1,0
772,01030_022t,-113,1,0
773,01030_023t,-113,1,0
774,01030_024t,-113,1,0
775,01030_025t,-114,1,0
776,01030_026t,-113,0,0
777,01030_027t,-113,1,0
778,01030_028t,-113,0,0
779,01030_029t,-114,1,0
780,01030_030t,-115,-1,0
781,01030_031t,-114,1,0
782,01030_032t,-113,1,0
783,01030_033t,-114,0,0
784,01030_034t,-112,1,0
785,01030_035t,-112,1,0
786,01030_036t,-112,2,0
787,01030_037t,-113,1,0
788,01030_038t,-112,1,0
789,01030_039t,-113,1,0
790,01030_040t,-112,1,0
791,01030_041t,-113,1,0
792,01030_042t,-113,1,0
793,01030_043t,-114,0,0
794,01030_044t,-116,-2,0
795,01030_045t,-114,0,0
796,01030_046t,-113,1,0
797,01030_047t,-114,0,0
798,01030_048t,-113,1,0
799,01030_049t,-113,1,0
800,01200_000t,-118,-3,0
801,01200_001t,-113,1,0
802,01200_002t,-117,-2,0
803,01200_003t,-115,-1,0
804,01200_004t,-118,-3,0
805,01200_005t,-116,-2,0
806,01200_006t,-115,0,0
807,01200_007t,-114,0,0
808,01200_008t,-113,2,0
809,01200_009t,-113,1,0
810,01200_010t,-115,-1,0
811,01200_011t,-113,1,0
812,01200_012t,-114,0,0
813,01200_013t,-113,0,0
814,01200_014t,-115,-1,0
815,01200_015t,-116,-1,0
816,01200_016t,-113,0,0
817,01200_017t,-113,1,0
818,01200_018t,-112,2,0
819,01200_019t,-112,2,0
820,01200_020t,-112,2,0
821,01200_021t,-112,2,0
822,01200_022t,-112,2,0
823,01200_023t,-113,2,0
824,01200_024t,-114,0,0
825,01200_025t,-113,1,0
826,01200_026t,-113,2,0
827,01200_027t,-112,2,0
828,01200_028t,-114,1,0
829,01200_029t,-113,1,0
830,01200_030t,-113,1,0
831,01200_031t,-113,1,0
832,01200_032t,-112,2,0
833,01200_033t,-112,2,0
834,01200_034t,-112,2,0
835,01200_035t,-112,3,0
836,01200_036t,-111,3,0
837,01200_037t,-112,2,0
838,01200_038t,-111,3,0
839,01200_039t,-110,1,0
840,01200_040t,-111,4,0
841,01200_041t,-111,3,0
842,01200_042t,-112,3,0
843,01200_043t,-111,3,0
844,01200_044t,-111,2,0
845,01200_045t,-112,2,0
846,01200_046t,-111,3,0
847,01200_047t,-111,3,0
848,01200_048t,-112,2,0
849,01200_049t,-111,2,0
850,01210_000t,-112,1,0
851,01210_001t,-113,2,0
852,01210_002t,-112,3,0
853,01210_003t,-111,3,0
854,01210_004t,-111,3,0
855,01210_005t,-113,2,0
856,01210_006t,-112,2,0
857,01210_007t,-113,1,0
858,01210_008t,-113,1,0
859,01210_009t,-113,0,0
860,01210_010t,-113,0,0
861,01210_011t,-113,1,0
862,01210_012t,-113,2,0
863,01210_013t,-113,1,0
864,01210_014t,-113,1,0
865,01210_015t,-117,-2,0
866,01210_016t,-113,0,0
867,01210_017t,-114,1,0
868,01210_018t,-113,1,0
869,01210_019t,-114,1,0
870,01210_020t,-113,0,0
871,01210_021t,-113,2,0
872,01210_022t,-112,2,0
873,01210_023t,-113,2,0
874,01210_024t,-113,1,0
875,01210_025t,-112,2,0
876,01210_026t,-112,1,0
877,01210_027t,-112,2,0
878,01210_028t,-112,3,0
879,01210_029t,-110,4,0
880,01210_030t,-112,2,0
881,01210_031t,-116,-1,0
882,01210_032t,-115,0,0
883,01210_033t,-111,2,0
884,01210_034t,-115,-1,0
885,01210_035t,-113,2,0
886,01210_036t,-114,0,0
887,01210_037t,-114,0,0
888,01210_038t,-119,-4,0
889,01210_039t,-111,3,0
890,01210_040t,-114,1,0
891,01210_041t,-112,2,0
892,01210_042t,-113,1,0
893,01210_043t,-112,2,0
894,01210_044t,-112,2,0
895,01210_045t,-112,2,0
896,01210_046t,-112,2,0
897,01210_047t,-110,4,0
898,01210_048t,-113,3,0
899,01210_049t,-112,2,0
900,01220_000t,-112,2,0
901,01220_001t,-111,2,0
902,01220_002t,-115,-1,0
903,01220_003t,-114,0,0
904,01220_004t,-113,1,0
905,01220_005t,-112,2,0
906,01220_006t,-112,2,0
907,01220_007t,-113,1,0
908,01220_008t,-112,2,0
909,01220_009t,-112,2,0
910,01220_010t,-113,2,0
911,01220_011t,-113,2,0
912,01220_012t,-112,3,0
913,01220_013t,-111,3,0
914,01220_014t,-111,3,0
915,01220_015t,-113,2,0
916,01220_016t,-112,1,0
917,01220_017t,-112,1,0
918,01220_018t,-112,2,0
919,01220_019t,-113,2,0
920,01220_020t,-112,2,0
921,01220_021t,-112,2,0
922,01220_022t,-112,2,0
923,01220_023t,-112,2,0
924,01220_024t,-111,3,0
925,01220_025t,-112,2,0
926,01220_026t,-112,2,0
927,01220_027t,-113,2,0
928,01220_028t,-113,1,0
929,01220_029t,-112,2,0
930,01220_030t,-113,1,0
931,01220_031t,-112,4,0
932,01220_032t,-113,2,0
933,01220_033t,-113,1,0
934,01220_034t,-113,1,0
