totalnumber,identifier,rssi,snr,biterrors
267,01510_014f,-128,-12,85
268,01510_015f,-128,-12,78
269,01510_016f,-127,-11,94
270,01510_017f,-127,-11,76
271,01510_018f,-125,-9,84
272,01510_019f,-126,-10,93
273,01510_020f,-129,-13,80
274,01510_021f,-128,-12,71
275,01510_022f,-126,-9,79
276,01510_023f,-129,-12,81
277,01510_024f,-127,-11,77
278,01510_025f,-129,-13,88
279,01510_026f,-125,-9,90
280,01510_027f,-127,-11,84
281,01510_028f,-128,-13,81
282,01510_029f,-128,-13,83
283,01510_030f,-130,-15,78
284,01510_031f,-129,-14,76
285,01510_032f,-127,-12,76
286,01510_033f,-125,-10,84
287,01510_034f,-126,-10,74
288,01510_035f,-126,-11,90
289,01510_036f,-129,-13,75
290,01510_037f,-128,-12,86
291,01510_038f,-125,-9,90
292,01510_039f,-127,-11,82
293,01510_040f,-128,-13,72
294,01510_041f,-128,-12,77
295,01510_042f,-125,-10,82
296,01510_043f,-125,-9,75
297,01510_044f,-126,-10,85
298,01510_045f,-126,-11,91
299,01510_046f,-125,-10,82
