totalnumber,identifier,rssi,snr,biterrors
269,01510_019t,-113,1,0
270,01510_020t,-113,1,0
271,01510_021t,-113,1,0
272,01510_022t,-113,1,0
273,01510_023t,-112,1,0
274,01510_024t,-113,2,0
275,01510_025t,-113,1,0
276,01510_026t,-112,1,0
277,01510_027t,-112,1,0
278,01510_028t,-114,1,0
279,01510_029t,-113,1,0
280,01510_030t,-112,1,0
281,01510_031t,-113,1,0
282,01510_032t,-112,1,0
283,01510_033t,-113,2,0
284,01510_034t,-112,1,0
285,01510_035t,-112,1,0
286,01510_036t,-112,2,0
287,01510_037t,-113,1,0
288,01510_038t,-112,1,0
289,01510_039t,-113,1,0
290,01510_040t,-113,1,0
291,01510_041t,-112,2,0
292,01510_042t,-112,1,0
293,01510_043t,-113,1,0
294,01510_044t,-113,1,0
295,01510_045t,-112,1,0
296,01510_046t,-113,1,0
297,01510_047t,-112,2,0
298,01510_048t,-112,1,0
299,01510_049t,-112,1,0
