totalnumber,identifier,rssi,snr,biterrors
398,00230_048t,-129,-10,0
399,00230_049t,-131,-12,0
401,00400_001t,-127,-8,0
403,00400_003f,-129,-23,38
407,00400_007f,-138,-19,4
409,00400_009t,-129,-10,0
411,00400_011t,-133,-14,0
412,00400_012t,-133,-14,0
413,00400_013t,-134,-15,0
414,00400_014t,-131,-12,0
416,00400_016t,-135,-16,0
417,00400_017t,-133,-13,0
418,00400_018t,-131,-12,0
421,00400_021t,-133,-14,0
422,00400_022t,-135,-16,0
424,00400_024t,-126,-9,0
425,00400_025t,-127,-9,0
426,00400_026t,-128,-9,0
427,00400_027t,-129,-10,0
428,00400_028t,-131,-12,0
429,00400_029t,-134,-15,0
431,00400_031t,-135,-16,0
434,00400_034t,-137,-18,0
436,00400_036t,-135,-16,0
438,00400_038t,-127,-8,0
439,00400_039t,-132,-13,0
440,00400_040t,-129,-10,0
441,00400_041t,-130,-11,0
443,00400_043t,-133,-14,0
445,00400_045t,-133,-15,0
447,00400_047t,-126,-8,0
449,00400_049t,-131,-12,0
450,00410_000t,-133,-14,0
451,00410_001t,-129,-10,0
452,00410_002t,-130,-11,0
500,00420_000t,-129,-10,0
502,00420_002t,-134,-15,0
506,00420_006t,-132,-13,0
510,00420_010t,-134,-15,0
511,00420_011t,-133,-14,0
512,00420_012t,-131,-12,0
513,00420_013t,-132,-13,0
514,00420_014t,-131,-12,0
515,00420_015t,-131,-12,0
517,00420_017f,-140,-21,22
518,00420_018t,-132,-13,0
519,00420_019t,-134,-15,0
520,00420_020t,-125,-6,0
521,00420_021t,-124,-6,0
522,00420_022t,-134,-15,0
523,00420_023t,-133,-14,0
524,00420_024t,-132,-13,0
525,00420_025t,-128,-9,0
527,00420_027t,-132,-14,0
528,00420_028t,-136,-17,0
529,00420_029t,-127,-8,0
530,00420_030t,-129,-11,0
531,00420_031t,-131,-12,0
533,00420_033t,-135,-16,0
534,00420_034t,-137,-18,0
535,00420_035t,-135,-16,0
537,00420_037t,-131,-12,0
539,00-V���f,-133,-14,42
540,00420_040t,-136,-17,0
541,00420_041t,-130,-11,0
543,00420_043f,-137,-18,5
544,00420_044t,-132,-13,0
545,00420_045t,-133,-14,0
546,00420_046t,-134,-15,0
547,00420_047t,-135,-16,0
550,00430_000t,-126,-7,0
551,00430_001t,-127,-8,0
552,00430_002t,-131,-12,0
553,00430_003t,-126,-8,0
554,00430_004t,-128,-9,0
557,00430_007t,-128,-10,0
559,00430_009t,-132,-13,0
560,00430_010t,-130,-11,0
561,00430_011t,-133,-14,0
562,00430_012t,-136,-17,0
564,00430_�1>f,-136,-17,32
565,00430_015t,-126,-7,0
567,00430_017t,-135,-16,0
568,00430_018t,-134,-14,0
569,00430_019t,-130,-11,0
570,00430_020t,-134,-15,0
574,00430_024t,-134,-15,0
575,00430_025t,-134,-15,0
576,00430_026t,-129,-10,0
577,00430_027t,-129,-10,0
579,00430_029t,-135,-16,0
582,00430_0�2f,-139,-21,83
584,00430_034t,-133,-14,0
586,00430_036f,-137,-19,44
588,00430_038f,-135,-16,7
590,00430_040f,-139,-20,9
591,00430_041t,-133,-14,0
593,00430_043t,-134,-15,0
595,00430_045t,-130,-11,0
598,00430_048t,-129,-11,0
656,M<���e�5�f,-129,-12,114
817,01200_017f,-132,-15,12
819,01200_019t,-129,-13,0
820,01200_020t,-129,-13,0
824,01200_024t,-130,-14,0
833,01200_073f,-130,-14,2
847,01200_047t,-131,-15,0
859,012�8_` 9f,-132,-16,26
869,01�90_V1?f,-131,-16,63
907,01220_007t,-130,-14,0
920,01220_020t,-130,-14,0
928,01220_028t,-130,-14,0
934,01220_s�>f,-132,-16,24
941,01220_041t,-132,-15,0
943,01220_043t,-130,-14,0
948,01220_048t,-128,-12,0
949,01220_049t,-129,-13,0
955,01230_005t,-130,-13,0
957,01230_007t,-129,-14,0
963,01230_013t,-131,-15,0
970,01230_020t,-130,-14,0
971,01230_021t,-130,-14,0
988,0�93���1f,-133,-17,78
1001,01400_001t,-134,-18,0
1002,01400_002t,-133,-17,0
1008,01400_008t,-134,-18,0
1010,01400_010t,-131,-14,0
1011,01400_011t,-135,-18,0
1014,01400_014t,-135,-18,0
1019,01400_019t,-132,-16,0
1020,01400_020t,-136,-19,0
1021,01400_021t,-135,-18,0
1023,01400_023t,-133,-17,0
1024,01400_024t,-132,-16,0
1025,01400_025t,-132,-16,0
1026,01400_026t,-132,-15,0
1027,01400_027t,-132,-16,0
1028,01400_028t,-133,-17,0
1033,01400_033f,-135,-19,4
1034,01400_034t,-130,-14,0
1035,01400_035t,-131,-14,0
1036,01400_036t,-132,-15,0
1037,01400_037t,-134,-16,0
1039,01400_039t,-134,-17,0
1044,01400_044t,-131,-14,0
1049,01460?p49f,-134,-18,5
1051,01410_001t,-136,-19,0
1055,01410_005t,-136,-20,0
1056,01410_006t,-133,-17,0
1057,01410_007t,-134,-18,0
1064,01410_014t,-132,-16,0
1065,01410_015t,-131,-15,0
1067,01410_0!6f,-136,-20,13
1068,01410_018t,-131,-15,0
1070,01410_020t,-130,-14,0
1071,01410_021t,-131,-15,0
1075,01410_025t,-130,-14,0
1076,01410_026t,-132,-16,0
1077,01410_027t,-134,-18,0
1078,01410_028t,-129,-13,0
1079,01410_029t,-131,-15,0
1080,01410_030t,-133,-18,0
1085,01410_035t,-136,-19,0
1086,01410_036t,-132,-17,0
1091,01410_041t,-132,-16,0
1097,01410_047f,-137,-21,6
1109,01420_009t,-133,-17,0
1113,01420_013t,-136,-20,0
1114,01420_014t,-135,-19,0
1118,01420_01>f,-138,-22,39
1123,01420_023t,-135,-19,0
1125,01420_025t,-134,-18,0
1127,01420_027t,-133,-17,0
1128,01420_028t,-134,-18,0
1133,01420_033t,-135,-20,0
1134,01420_034t,-135,-19,0
1136,01427_036f,-138,-22,56
1140,01420_040t,-130,-14,0
1141,01420_041t,-133,-16,0
1142,01420_042t,-134,-18,0
1143,01420_043t,-133,-16,0
1144,01420_044t,-132,-16,0
1145,01420_045t,-130,-14,0
1146,01420_046t,-132,-15,0
1147,01420_047t,-131,-15,0
1148,01420_048t,-131,-15,0
1149,01420_049t,-135,-18,0
1150,01430_000t,-132,-16,0
1151,01430_001t,-131,-15,0
1153,01430_003t,-131,-15,0
1154,01430_004t,-135,-19,0
1164,01430_014f,-136,-21,1
1165,01430_015t,-135,-20,0
1166,01430_016t,-135,-19,0
1167,01430_017t,-133,-16,0
1168,01430_018t,-136,-20,0
1169,01430_019t,-132,-16,0
1170,01430_020t,-131,-15,0
1171,01430_021t,-132,-16,0
1172,01430_022t,-130,-14,0
1173,01430_023t,-127,-11,0
1174,01430_024t,-131,-15,0
1175,01430_025t,-132,-16,0
1176,01430_026t,-130,-14,0
1177,01430_027t,-131,-15,0
1178,01430_028t,-130,-14,0
1179,01430_029t,-132,-16,0
1180,01430_030t,-128,-12,0
1181,01430_031t,-131,-14,0
1182,01430_032t,-133,-18,0
1183,01430_033t,-128,-12,0
1184,01430_034t,-127,-11,0
1185,01430_035t,-129,-13,0
1186,01430_036t,-131,-15,0
1187,01430_037t,-130,-14,0
1189,01430_039t,-131,-15,0
1190,01430_040t,-132,-15,0
1192,01430_042t,-133,-17,0
1199,01430_049t,-136,-20,0
