totalnumber,identifier,rssi,snr,biterrors
206,01310_006t,-128,-17,0
207,01310_007t,-128,-15,0
208,01310_008t,-126,-16,0
209,01310_009t,-126,-15,0
210,01310_010t,-126,-15,0
211,01310_011t,-128,-15,0
212,01310_012t,-128,-17,0
213,01310_013t,-126,-14,0
215,01310_015t,-127,-16,0
216,01310_016t,-128,-17,0
217,01310_017t,-126,-16,0
219,01310_019t,-126,-14,0
220,01310_020t,-126,-14,0
222,01310_022t,-127,-16,0
226,0�310_026f,-128,-18,2
228,01c10_028f,-127,-18,3
230,01310_030t,-127,-16,0
231,01310_031t,-126,-14,0
232,01310_032t,-126,-15,0
233,01310_033t,-127,-17,0
234,01310_034t,-126,-16,0
235,01310_035t,-127,-16,0
236,01310_036t,-125,-14,0
237,01310_037t,-127,-15,0
238,01310_038t,-127,-16,0
239,01310_039t,-126,-14,0
241,0131:�041f,-127,-19,5
242,01310_042t,-128,-18,0
249,01310_049f,-127,-18,1
250,01510_000t,-126,-17,0
251,01510_001t,-126,-15,0
252,01510_002t,-126,-18,0
253,01510_003t,-127,-15,0
254,01510_004t,-127,-18,0
255,01510_005t,-127,-17,0
256,01510_006t,-127,-16,0
257,01510_007t,-127,-17,0
258,01510_008t,-127,-16,0
259,01510_009t,-126,-14,0
260,01510_010t,-126,-16,0
261,01510_011t,-125,-15,0
262,01510_012t,-127,-17,0
263,01510_013t,-126,-17,0
264,01510_014t,-127,-15,0
265,01510_015t,-127,-17,0
266,01510_016t,-126,-18,0
267,01510_017t,-126,-15,0
268,01510_018t,-127,-15,0
269,01510_019t,-127,-17,0
270,01510_020t,-125,-15,0
271,01510_021t,-126,-14,0
272,01510_022t,-126,-16,0
273,01510_023t,-126,-16,0
274,01510_024t,-127,-15,0
275,01510_025t,-126,-15,0
276,01510_026t,-127,-17,0
277,01510_027t,-127,-16,0
278,01510_028t,-126,-17,0
279,01510_029t,-126,-18,0
280,01510_030t,-126,-14,0
281,01510_031t,-127,-17,0
282,01510_032t,-126,-15,0
283,01510_033t,-126,-14,0
284,01510_034t,-127,-14,0
285,01510_035t,-127,-15,0
286,01510_036t,-126,-15,0
287,01510_037t,-127,-16,0
288,01510_038t,-127,-17,0
289,01510_039t,-127,-16,0
290,01510_040t,-126,-14,0
291,01510_041t,-125,-14,0
292,01510_042t,-126,-14,0
293,01510_043t,-127,-14,0
294,01510_044t,-126,-14,0
295,01510_045t,-127,-15,0
296,01510_046t,-126,-15,0
297,01510_047t,-126,-13,0
298,01510_048t,-126,-15,0
299,01510_049t,-126,-14,0
