totalnumber,identifier,rssi,snr,biterrors
75,00310_025t,-122,-4,0
76,00310_026t,-123,-5,0
77,00310_027t,-124,-6,0
78,00310_028t,-124,-6,0
79,00310_029t,-123,-5,0
80,00310_030t,-122,-4,0
81,00310_031t,-124,-6,0
82,00310_032t,-124,-5,0
83,00310_033t,-123,-5,0
84,00310_034t,-123,-5,0
85,00310_035t,-123,-5,0
86,00310_036t,-121,-3,0
87,00310_037t,-122,-5,0
88,00310_038t,-123,-5,0
89,00310_039t,-123,-5,0
90,00310_040t,-123,-5,0
91,00310_041t,-123,-5,0
92,00310_042t,-124,-6,0
93,00310_043t,-122,-4,0
94,00310_044t,-121,-4,0
95,00310_045t,-123,-5,0
96,00310_046t,-122,-4,0
100,00510_000t,-123,-5,0
101,00510_001t,-123,-5,0
102,00510_002t,-123,-5,0
103,00510_003t,-123,-5,0
104,00510_004t,-125,-8,0
105,00510_005t,-124,-6,0
106,00510_006t,-124,-6,0
107,00510_007t,-124,-6,0
108,00510_008t,-124,-6,0
109,00510_009t,-124,-6,0
111,00510_010f,-124,-6,78
113,00510_012f,-126,-8,90
114,00510_013f,-125,-6,88
115,00510_014f,-125,-7,86
116,00510_015f,-126,-7,85
117,00510_016f,-127,-8,90
118,00510_017f,-128,-9,81
119,00510_018f,-126,-7,75
120,00510_019f,-126,-7,82
121,00510_020f,-128,-9,89
122,00510_021f,-129,-10,90
123,00510_022f,-126,-8,79
124,00510_023f,-127,-8,86
125,00510_024f,-129,-10,92
126,00510_025f,-129,-11,91
127,00510_026f,-131,-13,90
128,00510_027f,-131,-13,75
129,00510_028f,-130,-12,77
130,00510_029f,-132,-13,80
131,00510_030f,-129,-11,82
132,00510_031f,-129,-11,87
133,00510_032f,-128,-9,85
135,00510_033f,-128,-10,81
136,00510_034f,-130,-11,80
137,00510_035f,-126,-8,91
138,00510_036f,-126,-8,89
139,00510_037f,-126,-8,93
140,00510_038f,-124,-6,83
141,00510_039f,-125,-7,72
142,00510_040f,-124,-6,89
143,00510_041f,-122,-4,85
144,00510_042f,-124,-6,83
145,00510_043f,-123,-5,81
146,00510_044f,-124,-6,85
147,00510_045f,-125,-6,88
148,00510_046f,-124,-6,87
152,01110_000f,-125,-9,80
153,01110_001f,-125,-9,69
154,01110_002f,-124,-9,96
155,01110_003f,-124,-9,83
156,01110_004f,-125,-9,80
157,01110_005f,-124,-8,82
158,01110_006f,-124,-8,88
159,01110_007f,-124,-8,91
160,01110_008f,-125,-9,86
161,01110_009f,-125,-9,88
162,01110_010f,-124,-8,76
163,01110_011f,-125,-9,78
164,01110_012f,-123,-8,86
165,01110_013f,-125,-9,92
166,01110_014f,-126,-10,81
167,01110_015f,-125,-9,79
168,01110_016f,-126,-10,91
169,01110_017f,-124,-9,88
170,01110_018f,-125,-9,93
171,01110_019f,-126,-10,83
172,01110_020f,-127,-11,69
173,01110_021f,-128,-11,93
174,01110_022f,-127,-11,83
175,01110_023f,-126,-10,84
176,01110_024f,-125,-10,83
177,01110_025f,-127,-12,85
178,01110_026f,-126,-10,93
179,01110_027f,-126,-11,88
180,01110_028f,-126,-11,87
181,01110_029f,-127,-11,80
183,01110_031f,-128,-12,86
185,01110_033f,-126,-10,81
187,01110_03%f,-127,-12,91
189,01110_037f,-128,-12,96
191,0Q�40?0;9f,-128,-12,79
193,01110_041f,-127,-11,85
194,01110_042f,-128,-11,83
195,01110_043f,-126,-10,81
197,01110_045f,-128,-12,88
202,01310_000f,-129,-13,80
203,01310_001f,-128,-12,69
204,01310_002f,-128,-12,96
205,01310_003f,-129,-13,83
206,01310_004f,-126,-10,80
207,01310_005f,-129,-13,82
208,01310_006f,-129,-14,88
209,01310_007f,-130,-14,91
210,01310_008f,-130,-14,86
211,01310_009f,-130,-14,88
212,01310_010f,-130,-14,76
213,01310_011f,-128,-12,78
214,01310_012f,-128,-12,86
215,01310_013f,-127,-11,92
216,01310_014f,-129,-13,81
217,01310_015f,-129,-13,79
218,01310_016f,-128,-12,91
219,01310_017f,-128,-12,88
220,01310_018f,-128,-12,93
221,01310_019f,-128,-12,83
222,01310_020f,-127,-11,69
223,01310_021f,-130,-14,93
224,01310_022f,-125,-10,83
225,01310_023f,-127,-11,84
226,01310_024f,-129,-13,83
227,01310_025f,-125,-10,85
228,01310_026f,-127,-11,93
229,01310_027f,-127,-11,88
230,01310_028f,-127,-12,87
231,01310_029f,-127,-11,80
232,01310_030f,-128,-12,75
233,01310_031f,-126,-11,86
234,01310_032f,-126,-10,91
235,01310_033f,-127,-11,81
236,01310_034f,-125,-10,80
237,01310_035f,-125,-10,91
238,01310_036f,-124,-9,89
239,01310_037f,-124,-9,93
240,01310_038f,-126,-10,83
241,01310_039f,-124,-9,72
242,01310_040f,-125,-10,89
243,01310_041f,-124,-9,85
244,01310_042f,-124,-9,83
245,01310_043f,-126,-10,81
246,01310_044f,-127,-11,85
247,01310_045f,-125,-9,88
248,01310_046f,-124,-9,87
252,01510_000f,-124,-9,80
253,01510_001f,-126,-10,69
254,01510_002f,-125,-10,96
255,01510_003f,-124,-9,83
256,01510_004f,-123,-8,80
257,01510_005f,-123,-8,82
258,01510_006f,-122,-7,88
259,01510_007f,-125,-9,91
260,01510_008f,-122,-7,86
261,01510_009f,-123,-8,88
263,01510_010f,-125,-9,82
264,01510_011f,-123,-8,78
265,01510_012f,-122,-7,78
266,01510_013f,-122,-7,73
267,01510_014f,-123,-7,85
268,01510_015f,-123,-7,78
269,01510_016f,-123,-7,94
270,01510_017f,-122,-7,76
271,01510_018f,-124,-8,84
272,01510_019f,-124,-8,93
273,01510_020f,-123,-7,80
274,01510_021f,-123,-8,71
275,01510_022f,-124,-8,79
276,01510_023f,-125,-9,81
277,01510_024f,-126,-10,77
278,01510_025f,-126,-10,88
279,01510_026f,-126,-10,90
280,01510_027f,-127,-11,84
281,01510_028f,-126,-10,81
282,01510_029f,-126,-10,83
283,01510_030f,-127,-11,78
284,01510_031f,-126,-11,76
285,01510_032f,-127,-11,76
286,01510_033f,-129,-13,84
287,01510_034f,-128,-12,74
288,01510_035f,-128,-12,90
289,01510_036f,-127,-11,75
290,01510_037f,-129,-13,86
291,01510_038f,-128,-12,90
292,01510_039f,-131,-15,82
293,01510_040f,-130,-14,72
294,01510_041f,-130,-15,77
295,01510_042f,-134,-18,82
296,01510_043f,-132,-17,75
297,01510_044f,-132,-16,85
298,01510_045f,-128,-13,91
299,01510_046f,-130,-14,82
